id,incident_date,day_of_week,city,state,description,plan,citation
760,2010-03-30,tuesday  ,bryson city,north carolina,Worker complained about not feeling well. He went to the basement of the store where he was running a gasoline powered generator. He was found at the bottom of the stairs. It was reported that carbon monoxide levels in the basement measured greater than 900 parts per million.,unknown,unknown
761,2010-03-30,tuesday  ,homewood,illinois,"During a rescue attempt at a fully engulfed residential fire, two firefighters were injured and taken to the hospital. One firefighter died from his injuries.",unknown,unknown
762,2010-04-01,thursday ,lawrence,kansas,Two workers were cleaning a clogged pipe at the bottom of an enclosed molasses tank and were asphyxiated in the tank.,unknown,unknown
763,2010-04-01,thursday ,nottingham,pennsylvania,"Worker was performing work on filter galleries of a waste water treatment plant. Worker appeared to have a heart attack and fell 9 feet to the bottom of the filtering bed, suffering head trauma.",unknown,unknown
764,2010-04-01,thursday ,midland,texas,Worker was on a twelve-foot ladder and tapped on a valve connection from a pump union. The union struck and destroyed the ladder. Worker fell and was impaled on debris.,unknown,unknown
765,2010-04-01,thursday ,washington park,illinois,"Mayor of the Village of Washington Park was driving through the village at 6 a.m., after leaving his second job. He stopped when someone asked for assistance and was shot twice by someone in a passing car.",unknown,unknown
766,2010-04-02,friday   ,fort lupton,colorado,Worker was transporting roofing materials and fell from height.,unknown,unknown
768,2010-02-12,friday   ,tucson,arizona,"Owner was in the process of cleaning the scissor lift. He raised the lift, making contact with overhead power lines, and was electrocuted.",unknown,unknown
769,2010-03-04,thursday ,charlotte,north carolina,Worker was performing air conditioning work on the roof a building when he fell 25 feet to the ground.,unknown,unknown
770,2010-03-20,saturday ,el monte,california,Worker was walking at a truck stop when he was struck and killed by a tractor trailer.,unknown,unknown
771,2010-03-26,friday   ,macy,nebraska,Worker was working on a water line in a trench at a depth of 9 feet. The wrench he was using slipped off of the bolt and he fell backwards into a deeper trench at a depth of 14 feet and struck his right knee on a cast iron fitting. Worker had a heart attack/blood clot.,unknown,unknown
772,2010-03-31,wednesday,new york,new york,Worker fell down the stairway.,unknown,unknown
773,2010-04-01,thursday ,kaneohe,hawaii,Heavy equipment driver was in the process of stepping down backwards from a low-boy trailer when he fell and hit his head on the asphalt. He never regained consciousness and died 4 days later.,unknown,unknown
774,2010-04-02,friday   ,blairsburg,iowa,"A free-standing masonry wall that was approximately 12 feet long by 22 feet high collapsed, crushing the worker.",unknown,unknown
775,2010-04-02,friday   ,waveland,mississippi,Worker was struck by a pickup truck.,unknown,unknown
776,2010-04-05,monday   ,killdeer,north dakota,"Worker was installing floor plates on a drilling rig. The bridal line and equalizer fell to the derrick floor, crushing the worker.",unknown,unknown
777,2010-04-05,monday   ,greensburg,louisiana,Worker had exited his truck and walked in back of the skidder. The skidder backed over the worker.,unknown,unknown
778,2010-04-06,tuesday  ,bethlehem,pennsylvania,Worker was remodeling a residential home and fell through a second floor window opening onto a pump jack scaffold and then onto the ground.,unknown,unknown
779,2010-04-06,tuesday  ,union city,tennessee,Truck driver was at a location to pick up a load. He was somehow run over by another truck. He was underneath the truck and dragged 100 feet.,unknown,unknown
780,2010-04-06,tuesday  ,livingston,tennessee,"Sheriff Deputy was walking through the woods, working a cold case, and fell 161 feet into a sink hole.",unknown,unknown
781,2010-04-06,tuesday  ,houston,texas,Worker was inspecting the parking lot and was struck by a vehicle.,unknown,unknown
782,2010-04-07,wednesday,hudson,ohio,Two workers were working in a trench without trench protection and the trench collapsed. One worker fatality and one worker was hospitalized.,unknown,unknown
783,2010-04-07,wednesday,milford,connecticut,Worker was instructed to drive the excavator back to the laydown yard. The excavator boom was elevated and struck a steel girder of an overpass. This caused the excavator to move to the center lane where it was struck by a tractor trailer. Worker was ejected from the excavator and was run over by the rear wheels of the tractor trailer.,unknown,unknown
784,2010-04-07,wednesday,oaklyn,new jersey,Worker was sandblasting the bottom of a water tower and fell to the ground.,unknown,unknown
785,2010-04-07,wednesday,delta,colorado,"Worker was dislodging lumber from a piece of equipment and another piece of lumber entered the area, crushing the worker.",unknown,unknown
786,2010-04-07,wednesday,new kensington,pennsylvania,"Worker was positioned on the roof of a building, painting the exterior, using a plastic pole that had an aluminum pole on the inside of the plastic paint stick with a metal roller that was connected to the pole. The paint roller or pole contacted a high voltage 7,500 Volt energized electric power line. Worker was electrocuted.",unknown,unknown
787,2010-04-07,wednesday,san pablo,california,Worker fell from a three story roof onto a concrete walkway.,unknown,unknown
788,2010-04-07,wednesday,plano,texas,"Worker was installing a roof and fell 20 feet through a skylight, landing on the ground.",unknown,unknown
789,2010-04-07,wednesday,centertown,kentucky,Logger was attempting to dislodge a tree that did not fall after it was cut. He attempted to cut another tree to hit the lodged tree. The second tree fell on him. He had worked for the company for one week.,unknown,unknown
790,2010-04-08,thursday ,san antonio,texas,Worker was working on his own vehicle and was pinned by the forks of a forklift and the vehicle.,unknown,unknown
791,2010-04-09,friday   ,wilkes barre,pennsylvania,Worker was kicked by an elephant.,unknown,unknown
792,2010-04-10,saturday ,elk grove village,illinois,Worker working in a room with inert chemicals was found unconscious; apparent heart attack.,unknown,unknown
793,2010-04-10,saturday ,kansas city,missouri,Worker walked on the un-barricade or uncovered cut section of a roof decking and fell.,unknown,unknown
794,2009-11-19,thursday ,smyrna,georgia,Worker was on the roof cleaning out the gutters. He moved the aluminum ladder to relocate to another part of the roof and contacted a power line.,unknown,unknown
795,2010-01-13,wednesday,tioga center,new york,"While responding to an emergency call, worker struck the rear of a recycling truck that was stopped.",unknown,unknown
796,2010-02-22,monday   ,boulder city,nevada,Worker death originally considered as result of heart attack. An investigation is now being conducted after receiving information that other factors may have contributed to his death.,unknown,unknown
838,2010-04-26,monday   ,pahrump,nevada,Deputy Sheriff was shot to death while responding to a domestic violence call.,unknown,unknown
10032,2020-12-23,wednesday,beaverton,oregon,Worker died in fall from roof.,state,no
797,2010-03-13,saturday ,honolulu,hawaii,"Worker was pulling frozen food boxes for customer orders while standing on a wooden pallet lifted up by a company forklift truck. The forklift operator lowered the forklift, with worker still on pallet, to approximately 10 feet above the concrete floor, and began backing up. Operator heard something fall and found the worker lying face down on the concrete floor.",unknown,unknown
798,2010-04-02,friday   ,anacortes,washington,"A naphtha hydrotreater, located at the refinery, released fuel which ignited. Initial count: five workers died; two were critically injured. Update: one of the critically injured has died.",unknown,unknown
799,2010-04-06,tuesday  ,los angeles,california,"Worker who was pushed by one of the customers, fell and hit his head on the floor. He was taken off life support on 4/15/2010.",unknown,unknown
800,2010-04-07,wednesday,moravian falls,north carolina,"Worker was found underneath skidder's rear tire, after skidder was pulled into deck.",unknown,unknown
801,2010-04-10,saturday ,boise,idaho,Worker was backing a forklift out of a truck and the truck moved away from the dock. The forklift and worker fell out the back of the truck onto the concrete pad.,unknown,unknown
802,2010-04-11,sunday   ,lodi,california,Worker fell off the tractor and was run over by the disc.,unknown,unknown
803,2010-04-12,monday   ,hanover,maryland,"Worker was attempting to unload slabs of granite from the bed of a truck when the slabs tipped over and fell on him, causing fatal head injuries.",unknown,unknown
804,2010-04-12,monday   ,seaside heights,new jersey,Worker fell off of an unprotected edge of a roof.,unknown,unknown
805,2010-04-12,monday   ,opelousas,louisiana,Worker was struck by a 50-pound weight ball.,unknown,unknown
806,2010-04-12,monday   ,ft. myers,florida,Worker was dumping trash into the back of a waste management vehicle and was struck by a motor vehicle.,unknown,unknown
807,2010-04-13,tuesday  ,alpharetta,georgia,Worker was operating the Coil to Coil Polishing Machine and was caught in the coil portion of the machine.,unknown,unknown
808,2010-04-14,wednesday,bedford park,illinois,"Worker was assigned to move a wooden crate with nine large insulators that weighed 2,800 lbs. In the process of loading the crate onto the rear of the flatbed truck, the crate fell over, crushing the worker between the crate and the rear of the truck.",unknown,unknown
